run_id,coating_gap,position,frame_number,defect_ratio,moving_average,ewma,ucl,center,label_crack,label_delam,label_pinhole
R1,600,top-to-bottom-center,622,0.8143,0.5257,0.5827,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,622,0.8857,0.559,0.6433,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,622,0.7,0.5505,0.6546,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,622,0.9429,0.6019,0.7123,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.9571,0.6476,0.7612,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.9286,0.6495,0.7947,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.6,0.6667,0.7558,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.7571,0.7095,0.756,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.2714,0.6657,0.6591,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.4286,0.6686,0.613,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.3429,0.6743,0.559,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,631,0.6429,0.659,0.5758,0.1752,0.0418,1,0,1
R1,600,top-to-bottom-center,631,0.9143,0.6971,0.6435,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,659,0.9714,0.699,0.7091,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,659,0.5286,0.7124,0.673,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,659,0.9714,0.7229,0.7327,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,659,0.6571,0.7076,0.7176,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,659,0.4571,0.6914,0.6655,0.1752,0.0418,1,0,0
R1,600,top-to-bottom-center,659,0.9143,0.6895,0.7152,0.1752,0.0418,1,0,0
R1,700,top-to-bottom-center,6,0.5571,0.5571,0.2838,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,6,0.1571,0.3571,0.2585,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,6,0.3143,0.3429,0.2697,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,6,0.2143,0.3107,0.2586,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,41,0.0429,0.2571,0.2154,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,41,0.0,0.2143,0.1723,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,41,0.1429,0.2041,0.1664,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,41,0.1429,0.1964,0.1617,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,44,0.5429,0.2349,0.238,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,44,0.5,0.2614,0.2904,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,44,0.2571,0.261,0.2837,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,44,0.3,0.2643,0.287,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,44,0.0429,0.2473,0.2382,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,51,0.1714,0.2418,0.2248,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,64,0.0571,0.2295,0.1913,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,73,0.1286,0.201,0.1787,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,77,0.0714,0.1952,0.1573,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,77,0.0571,0.1781,0.1372,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,77,0.0714,0.1686,0.1241,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,77,0.0286,0.1676,0.105,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,127,0.3286,0.1895,0.1497,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,127,0.6143,0.221,0.2426,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,127,0.4143,0.239,0.277,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,143,0.0143,0.2038,0.2244,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,182,0.0143,0.1714,0.1824,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,184,0.0571,0.1581,0.1573,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,189,0.0571,0.1419,0.1373,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,198,0.0286,0.141,0.1156,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,198,0.0571,0.1333,0.1039,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,217,0.0429,0.1324,0.0917,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,217,0.0429,0.1267,0.0819,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,217,0.0,0.1219,0.0655,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,217,0.0143,0.119,0.0553,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,218,0.0143,0.1152,0.0471,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,218,0.0,0.1133,0.0377,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,218,0.0429,0.0943,0.0387,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,218,0.0429,0.0562,0.0395,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,225,0.0857,0.0343,0.0488,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,225,0.0571,0.0371,0.0504,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,228,0.0143,0.0371,0.0432,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,228,0.0714,0.0381,0.0489,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,228,0.0857,0.04,0.0562,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,228,0.0143,0.039,0.0478,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,242,0.0286,0.0371,0.044,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,242,0.0143,0.0352,0.038,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,242,0.0286,0.0343,0.0362,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,254,0.1,0.041,0.0489,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,254,0.0,0.04,0.0391,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,254,0.0143,0.04,0.0342,0.8489,0.2155,0,0,1
R1,700,top-to-bottom-center,254,0.0,0.04,0.0273,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,260,0.1,0.0438,0.0419,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,260,0.0143,0.0419,0.0364,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,260,0.0143,0.0371,0.0319,0.8489,0.2155,0,0,0
R1,700,top-to-bottom-center,260,0.1857,0.0457,0.0627,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,263,0.3286,0.0667,0.1159,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,263,0.0571,0.0657,0.1041,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,270,0.4143,0.0876,0.1662,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,270,0.1857,0.099,0.1701,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,279,0.5286,0.1324,0.2418,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,279,0.5143,0.1657,0.2963,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,279,0.2143,0.1781,0.2799,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,279,0.5143,0.2057,0.3268,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,289,0.5,0.239,0.3614,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,289,0.6714,0.2829,0.4234,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,289,0.6,0.3229,0.4587,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,289,0.6714,0.361,0.5013,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,289,0.2286,0.3752,0.4467,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,289,0.6714,0.419,0.4917,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,289,0.1,0.4133,0.4133,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,289,0.2571,0.4086,0.3821,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,289,0.5571,0.4419,0.4171,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,306,0.4429,0.4438,0.4223,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.4,0.4581,0.4178,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.1857,0.4352,0.3714,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.3286,0.4229,0.3628,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.3,0.4286,0.3503,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.3286,0.4162,0.3459,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.4286,0.4114,0.3625,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.2143,0.381,0.3328,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,306,0.4,0.3676,0.3463,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.5,0.3562,0.377,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,312,0.7143,0.3886,0.4445,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,312,0.4,0.3705,0.4356,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.5429,0.4,0.457,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.5143,0.4171,0.4685,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.6286,0.4219,0.5005,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.4714,0.4238,0.4947,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.4857,0.4295,0.4929,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,312,0.4714,0.4486,0.4886,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,317,0.1143,0.4343,0.4137,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,321,0.2286,0.4295,0.3767,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,321,0.4,0.4343,0.3814,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,321,0.3286,0.4276,0.3708,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,321,0.4714,0.4448,0.3909,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,321,0.3286,0.44,0.3785,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,321,0.3429,0.4295,0.3713,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,321,0.2714,0.4,0.3514,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,321,0.1571,0.3838,0.3125,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,321,0.3143,0.3686,0.3129,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,329,0.1286,0.3429,0.276,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,329,0.3286,0.3229,0.2865,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,329,0.2714,0.3095,0.2835,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,329,0.2857,0.2962,0.2839,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,329,0.3286,0.2867,0.2929,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,329,0.2429,0.2952,0.2829,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,329,0.4143,0.3076,0.3092,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.1286,0.2895,0.273,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.3,0.2876,0.2784,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.1714,0.2676,0.257,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.1143,0.2533,0.2285,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,334,0.4286,0.259,0.2685,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.2571,0.2581,0.2662,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,334,0.3714,0.2724,0.2873,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.2714,0.2695,0.2841,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,334,0.1857,0.2733,0.2644,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,347,0.0857,0.2571,0.2287,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,347,0.1143,0.2467,0.2058,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,347,0.2,0.241,0.2046,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,347,0.1714,0.2305,0.198,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,347,0.1429,0.2238,0.187,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,347,0.2286,0.2114,0.1953,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,347,0.1857,0.2152,0.1934,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,347,0.3286,0.2171,0.2204,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,347,0.1714,0.2171,0.2106,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,364,0.0714,0.2143,0.1828,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,364,0.0571,0.1895,0.1577,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,364,0.0286,0.1743,0.1318,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,364,0.0571,0.1533,0.1169,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,364,0.1143,0.1429,0.1164,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,373,0.0286,0.1324,0.0988,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,373,0.0286,0.1286,0.0848,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,373,0.0857,0.1267,0.085,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,373,0.0429,0.1162,0.0765,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,373,0.1286,0.1133,0.0869,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,386,0.0429,0.1067,0.0781,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,387,0.0571,0.0952,0.0739,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,387,0.1286,0.0914,0.0849,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.2,0.0829,0.1079,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.0571,0.0752,0.0977,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.1,0.0771,0.0982,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.1,0.08,0.0986,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.0286,0.08,0.0846,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.1,0.0829,0.0876,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,387,0.0286,0.0771,0.0758,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.1286,0.0838,0.0864,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.0571,0.0857,0.0805,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.0286,0.0819,0.0701,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.1,0.0857,0.0761,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.0571,0.081,0.0723,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.1857,0.0905,0.095,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.1286,0.0952,0.1017,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,426,0.1714,0.0981,0.1157,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,426,0.1429,0.0943,0.1211,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.1857,0.1029,0.134,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.2143,0.1105,0.1501,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.2,0.1171,0.1601,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.2571,0.1324,0.1795,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.2286,0.141,0.1893,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.3143,0.16,0.2143,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,452,0.3143,0.1724,0.2343,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.2286,0.1838,0.2331,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,452,0.1286,0.1905,0.2122,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,485,0.1429,0.1933,0.1984,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,485,0.1857,0.2019,0.1958,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,485,0.2286,0.2048,0.2024,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,485,0.1143,0.2038,0.1848,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,485,0.2143,0.2067,0.1907,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.2857,0.2162,0.2097,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.3286,0.2257,0.2335,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,505,0.1714,0.2229,0.221,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.2429,0.2257,0.2254,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.2286,0.2238,0.226,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.2429,0.2248,0.2294,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.1714,0.2152,0.2178,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,505,0.0857,0.2,0.1914,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,505,0.1714,0.1962,0.1874,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,544,0.1286,0.1962,0.1756,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,556,0.2143,0.201,0.1834,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,556,0.2143,0.2029,0.1895,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,556,0.1857,0.2,0.1888,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,556,0.1714,0.2038,0.1853,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,556,0.2571,0.2067,0.1997,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,556,0.1,0.1943,0.1797,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,556,0.3571,0.1962,0.2152,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,556,0.2857,0.2038,0.2293,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,556,0.1,0.1943,0.2035,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.2429,0.1952,0.2113,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,570,0.2143,0.1933,0.2119,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.2,0.1952,0.2095,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.0714,0.1943,0.1819,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.3,0.2029,0.2055,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.2286,0.2095,0.2101,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.1143,0.2029,0.191,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.0714,0.1933,0.1671,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,570,0.2571,0.1981,0.1851,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,572,0.0571,0.1905,0.1595,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,572,0.3,0.1933,0.1876,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,572,0.1429,0.1962,0.1786,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,572,0.0857,0.1781,0.1601,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,572,0.2429,0.1752,0.1766,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,572,0.2857,0.1876,0.1984,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,572,0.2286,0.1867,0.2045,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,572,0.1857,0.1848,0.2007,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,572,0.2571,0.1886,0.212,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.0714,0.1886,0.1839,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.1714,0.18,0.1814,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.2857,0.1838,0.2023,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.1857,0.1886,0.1989,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,580,0.2286,0.199,0.2049,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,580,0.2857,0.201,0.221,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.1714,0.2086,0.2111,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.2714,0.2067,0.2232,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,580,0.3143,0.2181,0.2414,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,587,0.2143,0.2267,0.236,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,587,0.2143,0.2248,0.2316,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,587,0.2143,0.22,0.2282,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,587,0.3714,0.2295,0.2568,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,587,0.1429,0.2267,0.234,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,587,0.1714,0.221,0.2215,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.3857,0.2419,0.2543,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.2857,0.2495,0.2606,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.3429,0.2533,0.2771,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.3429,0.2638,0.2902,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.3857,0.2743,0.3093,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.4429,0.2848,0.336,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.3571,0.2971,0.3403,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.1429,0.2886,0.3008,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,590,0.2286,0.2829,0.2863,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,597,0.3143,0.2895,0.2919,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.1571,0.2857,0.265,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.1,0.2781,0.232,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.1857,0.2657,0.2227,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.2714,0.2743,0.2325,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.2286,0.2781,0.2317,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.2714,0.2705,0.2396,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.1714,0.2629,0.226,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,597,0.3286,0.2619,0.2465,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.3429,0.2619,0.2658,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,618,0.2571,0.2533,0.2641,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.5143,0.2581,0.3141,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.1714,0.2457,0.2856,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.2571,0.2533,0.2799,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.4429,0.2676,0.3125,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.2,0.26,0.29,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.2714,0.2676,0.2863,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,618,0.4143,0.2886,0.3119,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.3571,0.3,0.3209,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.5857,0.321,0.3739,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.2,0.319,0.3391,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.5286,0.3362,0.377,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.3286,0.3467,0.3673,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.3857,0.3505,0.371,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,621,0.5714,0.3657,0.4111,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,621,0.2286,0.3638,0.3746,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,621,0.3714,0.3543,0.3739,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,648,0.3286,0.3648,0.3649,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,648,0.5286,0.3829,0.3976,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,648,0.9857,0.419,0.5152,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,648,0.6286,0.4476,0.5379,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,648,0.6571,0.4733,0.5617,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,648,0.8429,0.5019,0.618,0.8489,0.2155,1,1,0
R1,700,top-to-bottom-center,648,0.6,0.5181,0.6144,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,648,0.6429,0.5219,0.6201,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,648,0.9714,0.5733,0.6903,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,661,0.9571,0.6019,0.7437,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,661,0.2714,0.5981,0.6492,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,661,0.9857,0.6381,0.7165,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,661,0.6143,0.641,0.6961,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,661,0.2286,0.641,0.6026,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,673,0.6714,0.661,0.6164,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,673,0.4,0.6657,0.5731,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,673,0.9857,0.6962,0.6556,0.8489,0.2155,1,0,0
R1,700,top-to-bottom-center,673,0.4571,0.661,0.6159,0.8489,0.2155,1,0,1
R1,700,top-to-bottom-center,673,0.5286,0.6543,0.5984,0.8489,0.2155,1,0,1
